B1,B2,B3,B4,B5,B6,B7,vis,white,class
445,679,639,2725,2323,1710,1014,1763,10443.555555555555,0
192,453,339,3383,2958,1563,678,984,11414.0,0
192,453,339,3383,2958,1563,678,984,11414.0,0
209,479,351,3277,2609,1572,654,1039,12160.88888888889,0
209,479,351,3277,2609,1572,654,1039,12160.88888888889,0
197,462,290,3789,3178,1677,627,949,12050.88888888889,0
197,462,290,3789,3178,1677,627,949,12050.88888888889,0
267,538,352,4056,3064,1844,728,1157,12806.888888888889,0
219,474,280,4242,3505,1774,667,973,11820.222222222224,0
256,498,325,4035,3061,1783,692,1079,10361.555555555555,0
256,498,325,4035,3061,1783,692,1079,10361.555555555555,0
249,527,362,3965,3307,1770,726,1138,13030.888888888889,0
249,527,362,3965,3307,1770,726,1138,13030.888888888889,0
254,501,357,3812,2915,1755,736,1112,10261.555555555557,0
289,529,424,1955,1631,1017,474,1242,9650.0,0
373,723,634,2711,2105,1383,681,1730,22060.22222222222,0
163,358,221,3570,2612,1354,440,742,6684.222222222223,0
149,385,205,4044,3218,1556,533,739,10136.888888888889,0
149,385,205,4044,3218,1556,533,739,10136.888888888889,0
297,525,424,3096,2446,1543,705,1246,8701.555555555557,0
301,551,449,2565,2273,1257,595,1301,10534.22222222222,0
301,551,449,2565,2273,1257,595,1301,10534.22222222222,0
191,417,238,3822,2800,1602,567,846,9480.666666666666,0
191,417,238,3822,2800,1602,567,846,9480.666666666666,0
196,457,295,3729,3012,1521,583,948,11574.0,0
289,529,424,1955,1631,1017,474,1242,9650.0,0
271,519,403,1195,1110,664,286,1193,10264.888888888889,0
271,519,403,1195,1110,664,286,1193,10264.888888888889,0
287,546,428,1451,1196,831,403,1261,11209.555555555557,0
287,546,428,1451,1196,831,403,1261,11209.555555555557,0
351,676,569,2253,2019,1369,755,1596,18288.666666666668,0
905,1027,988,2713,2415,2168,1592,2920,2588.222222222222,0
905,1027,988,2713,2415,2168,1592,2920,2588.222222222222,0
602,794,630,3027,2548,1618,803,2026,7171.555555555555,0
602,820,671,2016,1461,1054,533,2093,8276.222222222223,0
602,820,671,2016,1461,1054,533,2093,8276.222222222223,0
592,825,643,1702,1313,824,366,2060,10001.555555555555,0
349,600,481,2396,1768,1183,521,1430,10509.555555555557,0
349,600,481,2396,1768,1183,521,1430,10509.555555555557,0
365,525,460,722,591,374,164,1350,4316.666666666667,0
365,525,460,722,591,374,164,1350,4316.666666666667,0
422,599,539,344,231,188,123,1560,5402.0,0
603,706,617,368,184,225,59,1926,2080.6666666666665,0
603,706,617,368,184,225,59,1926,2080.6666666666665,0
446,645,550,506,355,291,173,1641,6604.666666666667,0
437,695,549,1085,725,557,237,1681,11158.22222222222,0
437,695,549,1085,725,557,237,1681,11158.22222222222,0
669,816,685,440,287,198,87,2170,4336.222222222222,0
668,831,693,355,166,172,28,2192,5137.555555555556,0
668,831,693,355,166,172,28,2192,5137.555555555556,0
644,836,698,306,149,110,55,2178,6536.0,0
644,836,698,306,149,110,55,2178,6536.0,0
639,885,714,301,101,124,-28672,2238,10598.0,0
610,945,776,307,129,100,55,2331,18704.666666666668,0
610,945,776,307,129,100,55,2331,18704.666666666668,0
637,1004,878,313,103,110,1,2519,23182.88888888889,0
698,1148,1062,339,130,91,65,2908,38043.555555555555,0
698,1148,1062,339,130,91,65,2908,38043.555555555555,0
773,1261,1223,382,104,126,15,3257,49120.8888888889,0
773,1261,1223,382,104,126,15,3257,49120.8888888889,0
899,1418,1418,468,187,145,108,3735,59858.0,0
901,1430,1417,468,168,156,31,3748,60696.22222222222,0
901,1430,1417,468,168,156,31,3748,60696.22222222222,0
915,1424,1396,490,209,152,96,3735,54580.666666666664,0
915,1424,1396,490,209,152,96,3735,54580.666666666664,0
925,1459,1390,533,233,227,114,3774,56238.0,0
950,1414,1302,607,339,261,168,3666,39082.666666666664,0
918,1389,1269,625,391,298,150,3576,39938.0,0
918,1389,1269,625,391,298,150,3576,39938.0,0
698,1228,1109,591,408,306,176,3035,51553.555555555555,0
698,1228,1109,591,408,306,176,3035,51553.555555555555,0
369,656,463,2851,2583,1319,520,1488,14272.666666666666,0
349,587,381,3501,2591,1524,554,1317,11122.666666666666,0
349,587,381,3501,2591,1524,554,1317,11122.666666666666,0
325,572,354,3768,3103,1565,650,1251,12152.666666666666,0
325,572,354,3768,3103,1565,650,1251,12152.666666666666,0
373,594,408,3442,2616,1608,646,1375,9406.888888888889,0
462,707,610,2885,3015,1678,977,1779,10148.666666666666,0
462,707,610,2885,3015,1678,977,1779,10148.666666666666,0
348,576,415,3151,2496,1668,711,1339,9154.888888888889,0
336,571,411,2967,2446,1379,583,1318,9605.555555555557,0
336,571,411,2967,2446,1379,583,1318,9605.555555555557,0
432,695,574,2676,2049,1516,701,1701,11552.666666666666,0
344,675,568,3519,2799,1826,924,1587,19020.666666666668,0
344,675,568,3519,2799,1826,924,1587,19020.666666666668,0
345,659,531,2839,2561,1469,731,1535,16619.555555555555,0
594,737,570,3077,2458,1546,634,1901,5434.88888888889,0
530,707,521,3605,3207,1618,697,1758,7334.0,0
179,464,294,3566,2901,1401,498,937,13705.555555555557,0
179,464,294,3566,2901,1401,498,937,13705.555555555557,0
336,612,459,3339,2594,1592,616,1407,12746.0,0
379,751,671,3036,2796,1625,691,1801,25560.888888888887,0
288,653,484,3482,2812,1800,723,1425,22244.666666666668,0
392,790,697,2323,2301,1315,569,1879,28897.55555555556,0
392,790,697,2323,2301,1315,569,1879,28897.55555555556,0
163,475,280,4120,3377,1718,617,918,16562.0,0
226,522,368,3558,2773,1689,656,1116,14610.666666666666,0
252,496,304,3868,3311,1689,638,1052,11011.555555555557,0
289,507,354,3161,2614,1527,570,1150,8350.888888888889,0
289,507,354,3161,2614,1527,570,1150,8350.888888888889,0
224,474,326,3782,2854,1646,650,1024,10534.22222222222,0
212,497,351,3773,3261,1729,734,1060,13540.22222222222,0
212,497,351,3773,3261,1729,734,1060,13540.22222222222,0
233,495,332,3422,2750,1589,607,1060,11668.22222222222,0
233,495,332,3422,2750,1589,607,1060,11668.22222222222,0
201,452,286,3506,3032,1493,554,939,10864.666666666666,0
437,715,684,3065,2580,1922,1177,1836,15472.666666666666,0
437,715,684,3065,2580,1922,1177,1836,15472.666666666666,0
457,744,722,2796,2749,1854,1248,1923,17008.666666666668,0
373,666,616,2947,2570,1837,998,1655,16377.555555555555,0
373,666,616,2947,2570,1837,998,1655,16377.555555555555,0
338,626,572,2357,2168,1270,661,1536,15624.0,0
378,635,612,2918,2477,1762,994,1625,13481.555555555555,0
378,635,612,2918,2477,1762,994,1625,13481.555555555555,0
372,652,646,2593,2414,1534,934,1670,17056.88888888889,0
372,652,646,2593,2414,1534,934,1670,17056.88888888889,0
302,605,544,2556,1987,1290,630,1451,17121.55555555556,0
285,564,491,2347,2251,1202,536,1340,13956.22222222222,0
285,564,491,2347,2251,1202,536,1340,13956.22222222222,0
305,570,514,2249,1943,1190,530,1389,13004.666666666666,0
305,570,514,2249,1943,1190,530,1389,13004.666666666666,0
366,704,659,1844,1721,953,421,1729,22457.55555555555,0
366,704,659,1844,1721,953,421,1729,22457.55555555555,0
313,657,559,2619,2073,1287,577,1529,20939.555555555555,0
435,884,816,1727,1555,765,279,2135,39042.88888888889,0
435,884,816,1727,1555,765,279,2135,39042.88888888889,0
327,713,548,2934,2076,1223,460,1588,25006.888888888887,0
327,713,548,2934,2076,1223,460,1588,25006.888888888887,0
175,484,284,4151,3207,1612,583,943,16373.555555555557,0
307,621,524,3450,3005,1760,951,1452,17232.666666666668,0
307,621,524,3450,3005,1760,951,1452,17232.666666666668,0
188,486,288,4428,3216,1846,709,962,15334.22222222222,0
270,574,452,3763,3135,1804,953,1296,15602.666666666666,0
270,574,452,3763,3135,1804,953,1296,15602.666666666666,0
171,463,250,4539,3282,1799,643,884,15208.22222222222,0
137,425,223,4488,3601,1729,606,785,14571.555555555555,0
137,425,223,4488,3601,1729,606,785,14571.555555555555,0
144,449,232,4609,3391,1856,629,825,16428.666666666668,0
144,449,232,4609,3391,1856,629,825,16428.666666666668,0
222,507,365,4083,3384,1771,798,1094,13537.555555555557,0
222,514,346,3952,2982,1790,735,1082,14318.22222222222,0
222,514,346,3952,2982,1790,735,1082,14318.22222222222,0
149,439,259,4005,3328,1685,624,847,14288.888888888889,0
149,439,259,4005,3328,1685,624,847,14288.888888888889,0
165,464,263,4400,3227,1844,645,892,15489.555555555555,0
169,477,288,4193,3497,1774,687,934,16082.88888888889,0
169,477,288,4193,3497,1774,687,934,16082.88888888889,0
186,487,288,3985,3077,1788,660,961,15622.888888888889,0
186,487,288,3985,3077,1788,660,961,15622.888888888889,0
142,443,249,3885,3262,1676,646,834,15520.666666666666,0
142,443,249,3885,3262,1676,646,834,15520.666666666666,0
205,487,339,3165,2653,1665,659,1031,13264.88888888889,0
197,483,299,4214,3463,1811,681,979,14006.22222222222,0
197,483,299,4214,3463,1811,681,979,14006.22222222222,0
252,558,406,3799,3032,1910,833,1216,15606.22222222222,0
252,558,406,3799,3032,1910,833,1216,15606.22222222222,0
341,607,514,3134,2891,1751,961,1462,12148.22222222222,0
267,508,377,3142,2615,1635,670,1152,9704.666666666666,0
267,508,377,3142,2615,1635,670,1152,9704.666666666666,0
224,492,333,3633,2974,1570,605,1049,12109.555555555557,0
224,492,333,3633,2974,1570,605,1049,12109.555555555557,0
321,631,513,1056,879,550,197,1465,16320.888888888889,0
481,794,708,1234,1098,793,443,1983,17432.666666666668,0
481,794,708,1234,1098,793,443,1983,17432.666666666668,0
479,781,710,2646,2165,1719,1024,1970,16622.888888888887,0
479,781,710,2646,2165,1719,1024,1970,16622.888888888887,0
478,739,683,2817,2592,1738,1132,1900,12586.888888888889,0
478,739,683,2817,2592,1738,1132,1900,12586.888888888889,0
646,943,1009,1862,1735,1700,1302,2598,24926.0,0
618,885,922,1820,1810,1465,1203,2425,18341.55555555556,0
618,885,922,1820,1810,1465,1203,2425,18341.55555555556,0
591,843,879,1648,1477,1337,983,2313,16416.0,0
591,843,879,1648,1477,1337,983,2313,16416.0,0
626,911,942,1814,1797,1426,1177,2479,20226.888888888887,0
729,1042,1119,1930,1872,1743,1325,2890,28444.222222222223,0
729,1042,1119,1930,1872,1743,1325,2890,28444.222222222223,0
664,1004,1061,2204,2390,1772,1440,2729,30717.55555555555,0
664,1004,1061,2204,2390,1772,1440,2729,30717.55555555555,0
504,857,885,2715,2694,2064,1554,2246,30061.55555555555,0
603,1043,1025,2854,2514,2104,1554,2671,41334.22222222222,0
603,1043,1025,2854,2514,2104,1554,2671,41334.22222222222,0
668,1027,1011,2529,2333,2202,1551,2706,27420.666666666668,0
668,1027,1011,2529,2333,2202,1551,2706,27420.666666666668,0
946,1408,1401,2936,2939,2353,2074,3755,46724.222222222226,0
779,1228,1264,3193,3111,2427,1908,3271,48680.222222222226,0
779,1228,1264,3193,3111,2427,1908,3271,48680.222222222226,0
566,954,997,2571,2499,2345,1774,2517,37572.666666666664,0
479,787,750,2394,2474,1835,1343,2016,18852.666666666668,0
329,667,562,2901,2413,1672,879,1558,19950.88888888889,0
329,667,562,2901,2413,1672,879,1558,19950.88888888889,0
468,743,669,2937,2548,1961,1180,1880,13500.22222222222,0
423,717,654,3180,3022,1985,1197,1794,15974.0,0
423,717,654,3180,3022,1985,1197,1794,15974.0,0
265,576,457,3271,2888,1644,819,1298,16416.222222222223,0
265,576,457,3271,2888,1644,819,1298,16416.222222222223,0
249,512,389,3417,3046,1699,760,1150,11544.22222222222,0
300,588,421,3540,2812,1698,707,1309,13941.555555555557,0
235,477,330,3846,2940,1752,722,1042,9910.888888888889,0
227,473,334,3839,3262,1714,710,1034,10142.888888888889,0
227,473,334,3839,3262,1714,710,1034,10142.888888888889,0
176,422,269,3882,2884,1660,646,867,10286.0,0
176,422,269,3882,2884,1660,646,867,10286.0,0
140,369,239,3531,3020,1493,587,748,8793.555555555557,0
141,376,224,4023,2931,1625,571,741,9468.666666666666,0
141,376,224,4023,2931,1625,571,741,9468.666666666666,0
140,352,220,3762,3126,1512,561,712,7640.888888888888,0
140,352,220,3762,3126,1512,561,712,7640.888888888888,0
172,415,248,4025,2930,1661,596,835,10301.555555555557,0
172,415,248,4025,2930,1661,596,835,10301.555555555557,0
161,427,286,3410,2962,1519,593,874,11806.888888888889,0
161,427,286,3410,2962,1519,593,874,11806.888888888889,0
120,343,191,4053,2909,1629,584,654,8652.666666666666,0
143,401,239,3894,3160,1613,634,783,11336.0,0
143,401,239,3894,3160,1613,634,783,11336.0,0
237,461,333,3250,2488,1554,677,1031,8419.555555555555,0
237,461,333,3250,2488,1554,677,1031,8419.555555555555,0
210,456,354,3176,2801,1547,736,1020,10184.0,0
445,679,639,2725,2323,1710,1014,1763,10443.555555555555,0
445,679,639,2725,2323,1710,1014,1763,10443.555555555555,0
232,488,361,3321,2873,1531,648,1081,10922.888888888889,0
232,488,361,3321,2873,1531,648,1081,10922.888888888889,0
185,432,257,3822,2886,1686,623,874,10757.555555555557,0
185,432,257,3822,2886,1686,623,874,10757.555555555557,0
199,459,281,4215,3120,1838,696,939,11778.666666666666,0
199,459,281,4215,3120,1838,696,939,11778.666666666666,0
203,485,314,3945,3389,1789,729,1002,13454.0,0
203,485,314,3945,3389,1789,729,1002,13454.0,0
256,498,325,4035,3061,1783,692,1079,10361.555555555555,0
256,498,325,4035,3061,1783,692,1079,10361.555555555555,0
240,490,356,3555,3077,1635,719,1086,10434.666666666666,0
240,490,356,3555,3077,1635,719,1086,10434.666666666666,0
221,446,287,3918,2893,1678,664,954,8918.0,0
197,462,290,3789,3178,1677,627,949,12050.88888888889,0
373,723,634,2711,2105,1383,681,1730,22060.22222222222,0
187,450,264,4234,3230,1893,683,901,12188.22222222222,0
192,407,292,3675,2707,1514,562,891,7716.666666666667,0
149,385,205,4044,3218,1556,533,739,10136.888888888889,0
149,385,205,4044,3218,1556,533,739,10136.888888888889,0
237,471,319,3076,2181,1181,433,1027,9398.222222222224,0
339,657,524,1137,993,604,267,1520,17004.222222222223,0
339,657,524,1137,993,604,267,1520,17004.222222222223,0
220,481,303,3710,2714,1602,591,1004,11854.88888888889,0
196,457,295,3729,3012,1521,583,948,11574.0,0
196,457,295,3729,3012,1521,583,948,11574.0,0
413,714,612,2466,1822,1149,529,1739,15622.888888888889,0
413,714,612,2466,1822,1149,529,1739,15622.888888888889,0
378,646,529,2368,1903,1143,618,1553,12034.888888888889,0
335,598,482,938,786,539,290,1415,11581.555555555557,0
335,598,482,938,786,539,290,1415,11581.555555555557,0
351,676,569,2253,2019,1369,755,1596,18288.666666666668,0
357,671,557,1859,1505,1108,622,1585,16843.555555555555,0
357,671,557,1859,1505,1108,622,1585,16843.555555555555,0
279,544,412,1945,1675,1048,526,1235,11704.22222222222,0
279,544,412,1945,1675,1048,526,1235,11704.22222222222,0
323,664,533,1584,1164,769,373,1520,19726.888888888887,0
594,809,636,1830,1423,894,418,2039,8657.555555555555,0
398,673,571,3016,2366,1670,865,1642,12884.222222222224,0
398,673,571,3016,2366,1670,865,1642,12884.222222222224,0
395,632,559,2115,1715,1118,604,1586,9821.555555555557,0
395,632,559,2115,1715,1118,604,1586,9821.555555555557,0
422,599,539,344,231,188,123,1560,5402.0,0
422,605,552,299,143,189,48,1579,5910.88888888889,0
422,605,552,299,143,189,48,1579,5910.88888888889,0
435,645,576,353,238,210,128,1656,7638.0,0
428,651,555,478,377,277,91,1634,8341.555555555557,0
428,651,555,478,377,277,91,1634,8341.555555555557,0
669,816,685,440,287,198,87,2170,4336.222222222222,0
667,835,712,350,163,160,18,2214,5042.0,0
667,835,712,350,163,160,18,2214,5042.0,0
647,838,709,301,141,110,60,2194,6329.555555555556,0
647,838,709,301,141,110,60,2194,6329.555555555556,0
624,818,693,291,87,122,4,2135,6446.88888888889,0
613,920,742,301,121,99,64,2275,15841.555555555557,0
613,920,742,301,121,99,64,2275,15841.555555555557,0
622,915,774,297,93,109,-28672,2311,14314.888888888889,0
626,971,853,299,122,92,64,2450,20497.55555555556,0
626,971,853,299,122,92,64,2450,20497.55555555556,0
773,1261,1223,382,104,126,15,3257,49120.8888888889,0
871,1395,1361,444,177,148,98,3627,57314.666666666664,0
871,1395,1361,444,177,148,98,3627,57314.666666666664,0
897,1428,1416,469,171,172,64,3741,61274.0,0
897,1428,1416,469,171,172,64,3741,61274.0,0
909,1462,1436,457,163,126,88,3807,64912.666666666664,0
925,1459,1390,533,233,227,114,3774,56238.0,0
925,1459,1390,533,233,227,114,3774,56238.0,0
955,1462,1382,548,283,226,170,3799,49530.8888888889,0
944,1453,1347,559,288,242,117,3744,48080.666666666664,0
944,1453,1347,559,288,242,117,3744,48080.666666666664,0
948,1418,1277,609,338,266,168,3643,38780.222222222226,0
948,1418,1277,609,338,266,168,3643,38780.222222222226,0
693,1235,1103,710,571,419,212,3031,53254.22222222222,0
722,1244,1093,729,617,445,248,3059,48102.88888888888,0
722,1244,1093,729,617,445,248,3059,48102.88888888888,0
618,1087,902,973,897,530,255,2607,37204.666666666664,0
618,1087,902,973,897,530,255,2607,37204.666666666664,0
373,594,408,3442,2616,1608,646,1375,9406.888888888889,0
357,609,411,3189,2700,1479,685,1377,11736.0,0
357,609,411,3189,2700,1479,685,1377,11736.0,0
444,718,576,2586,2054,1366,624,1738,12518.22222222222,0
555,927,779,1627,1573,960,528,2261,23384.88888888889,0
555,927,779,1627,1573,960,528,2261,23384.88888888889,0
432,695,574,2676,2049,1516,701,1701,11552.666666666666,0
516,850,760,2337,2548,1392,730,2126,19910.222222222223,0
516,850,760,2337,2548,1392,730,2126,19910.222222222223,0
719,978,859,2008,2367,1150,539,2556,11204.666666666666,0
719,978,859,2008,2367,1150,539,2556,11204.666666666666,0
685,955,869,2270,3076,1293,657,2509,12683.555555555555,0
368,803,784,2614,2442,1458,685,1955,40293.555555555555,0
368,803,784,2614,2442,1458,685,1955,40293.555555555555,0
457,849,729,2571,2224,1358,572,2035,26894.222222222223,0
653,932,851,2430,2308,1304,616,2436,13734.0,0
588,855,747,2785,2275,1508,647,2190,12026.0,0
508,940,883,1921,1802,1161,520,2331,36722.0,0
543,993,947,1553,1549,980,458,2483,40870.222222222226,0
543,993,947,1553,1549,980,458,2483,40870.222222222226,0
585,1075,997,1539,1393,952,452,2657,46214.22222222222,0
514,967,925,1513,1584,988,464,2406,41766.0,0
458,877,794,1909,1669,1125,491,2129,32816.222222222226,0
297,585,476,2903,2447,1602,711,1358,14096.22222222222,0
297,585,476,2903,2447,1602,711,1358,14096.22222222222,0
361,722,646,2576,2387,1418,633,1729,24146.888888888887,0
341,599,460,3281,2644,1682,646,1400,11116.22222222222,0
327,554,434,3115,2823,1534,638,1315,8597.555555555557,0
327,554,434,3115,2823,1534,638,1315,8597.555555555557,0
201,452,286,3506,3032,1493,554,939,10864.666666666666,0
231,478,333,3557,2738,1588,648,1042,10270.888888888889,0
231,478,333,3557,2738,1588,648,1042,10270.888888888889,0
259,528,400,3441,3013,1649,737,1187,12069.555555555557,0
373,666,616,2947,2570,1837,998,1655,16377.555555555555,0
373,666,616,2947,2570,1837,998,1655,16377.555555555555,0
292,565,467,3185,2972,1671,836,1324,12750.88888888889,0
259,533,427,3268,2681,1696,745,1219,12726.22222222222,0
259,533,427,3268,2681,1696,745,1219,12726.22222222222,0
341,635,573,2997,2781,1712,1016,1549,16011.555555555557,0
341,635,573,2997,2781,1712,1016,1549,16011.555555555557,0
302,605,544,2556,1987,1290,630,1451,17121.55555555556,0
276,560,504,3065,2727,1584,826,1340,15086.22222222222,0
276,560,504,3065,2727,1584,826,1340,15086.22222222222,0
254,540,450,3046,2257,1381,556,1244,14256.88888888889,0
254,540,450,3046,2257,1381,556,1244,14256.88888888889,0
380,759,698,2200,1866,1081,492,1837,27609.55555555555,0
440,836,738,2037,1622,926,372,2014,28358.222222222223,0
440,836,738,2037,1622,926,372,2014,28358.222222222223,0
285,585,432,3489,2833,1501,600,1302,15002.0,0
285,585,432,3489,2833,1501,600,1302,15002.0,0
280,557,395,3947,2966,1801,774,1232,12910.888888888889,0
175,484,284,4151,3207,1612,583,943,16373.555555555557,0
175,484,284,4151,3207,1612,583,943,16373.555555555557,0
